account_id,customer_name,service_type,city,state,enrolled_date
ACCT-001065,Zelda Lindqvist,Electric,Larkspur,CO,2024-12-07
ACCT-001066,Odette Castellano,Water,Elm Grove,IN,2022-10-08
ACCT-001067,Priya Marchetti,Electric,Stonebridge,VA,2024-09-06
ACCT-001068,Jasper Sablewood,Electric+Gas,Fox Hollow,PA,2022-10-30
ACCT-001069,Imani Castellano,Water,Cedar Bluff,TN,2023-08-05
ACCT-001070,Yusuf Castellano,Gas,Harborview,MI,2024-07-03
ACCT-001071,Silas Thackeray,Electric,Windmere,WI,2024-01-11
ACCT-001072,Beatrix Rosewater,Gas,Larkspur,CO,2025-04-10
ACCT-001073,Bram Crowhurst,Electric,Milldale,OH,2022-09-11
ACCT-001074,Celia Abernathy,Electric,Windmere,WI,2023-09-27
ACCT-001075,Imani Yarborough,Electric,Fox Hollow,PA,2023-06-22
ACCT-001076,Ada Yarborough,Electric+Gas,Fox Hollow,PA,2023-04-25
ACCT-001077,Bram Lindqvist,Gas,Harborview,MI,2022-02-20
ACCT-001078,Mira Dunmore,Electric,Pinehurst Flats,NC,2024-11-27
ACCT-001079,Silas Sablewood,Water,Pinehurst Flats,NC,2022-09-20
ACCT-001080,Nolan Boulware,Water,Milldale,OH,2022-09-24
ACCT-001081,Esme Zimmerle,Electric+Gas,Stonebridge,VA,2024-05-25
ACCT-001082,Vera Blackwell,Gas,Harborview,MI,2024-06-30
ACCT-001083,Xiomara Fairbanks,Electric,Larkspur,CO,2023-04-21
ACCT-001084,Mira Vasquez,Water,Pinehurst Flats,NC,2024-04-01
ACCT-001085,Silas Rosewater,Water,Fox Hollow,PA,2024-11-09
ACCT-001086,Celia Okonkwo,Gas,Elm Grove,IN,2023-01-15
ACCT-001087,Xiomara Blackwell,Gas,Copper Ridge,AZ,2022-09-09
ACCT-001088,Dorian Pemberton,Electric,Stonebridge,VA,2024-06-07
ACCT-001089,Beatrix Ashgrove,Gas,Elm Grove,IN,2024-07-20
ACCT-001090,Xiomara Thackeray,Water,Elm Grove,IN,2023-03-16
ACCT-001091,Odette Castellano,Electric+Gas,Stonebridge,VA,2025-02-15
ACCT-001092,Silas Abernathy,Electric+Gas,Stonebridge,VA,2023-11-20
ACCT-001093,Priya Dunmore,Electric+Gas,Milldale,OH,2023-07-24
ACCT-001094,Delphine Okonkwo,Water,Windmere,WI,2023-08-27
ACCT-001095,Yusuf Crowhurst,Electric+Gas,Oak Junction,MO,2025-02-01
ACCT-001096,Farid Marchetti,Electric,Copper Ridge,AZ,2022-07-26
ACCT-001097,Esme Dunmore,Water,Fox Hollow,PA,2024-05-16
ACCT-001098,Lionel Crowhurst,Electric,Larkspur,CO,2023-10-22
ACCT-001099,Hollis Boulware,Electric+Gas,Stonebridge,VA,2024-03-11
ACCT-001100,Dorian Quintrell,Gas,Stonebridge,VA,2022-03-04
ACCT-001101,Tamsin Yarborough,Gas,Milldale,OH,2022-03-25
